,ID,hourtime,daytime,new_date,new_days,new_months,new_years,Type,real_fatal
0,2016.09.18.c,13,Afternoon,2016.09.18,18,Sep,2016,Unprovoked,NO
1,2016.09.18.b,11,Morning,2016.09.18,18,Sep,2016,Unprovoked,NO
2,2016.09.18.a,10,Morning,2016.09.18,18,Sep,2016,Unprovoked,NO
3,2016.09.17,NoDoc,NotDoc,2016.09.17,17,Sep,2016,Unprovoked,NO
4,2016.09.15,NoDoc,NotDoc,2016.09.15,15,Sep,2016,Unprovoked,NO
5,2016.09.15.R,NoDoc,NotDoc,2016.09.15,15,Sep,2016,Boat,NO
6,2016.09.11,15,Afternoon,2016.09.11,11,Sep,2016,Unprovoked,NO
7,2016.09.07,14,Afternoon,2016.09.07,07,Sep,2016,Unprovoked,NO
8,2016.09.06,15,Afternoon,2016.09.06,06,Sep,2016,Unprovoked,YES
9,2016.09.05.b,NoDoc,Afternoon,2016.09.05,05,Sep,2016,Unprovoked,NO
10,2016.09.05.a,NoDoc,Afternoon,2016.09.05,05,Sep,2016,Unprovoked,NO
11,2016.09.04,NoDoc,NotDoc,2016.09.04,04,Sep,2016,Unprovoked,NO
12,2016.09.01,NoDoc,NotDoc,2016.09.01,01,Sep,2016,Unprovoked,NO
13,2016.08.29.b,15,Afternoon,2016.08.29,29,Ago,2016,Unprovoked,NO
14,2016.08.29.a,14,Afternoon,2016.08.29,29,Ago,2016,Unprovoked,NO
15,2016.08.27,17,Sunset,2016.08.27,27,Ago,2016,Unprovoked,NO
16,2016.08.25,16,Afternoon,2016.08.25,25,Ago,2016,Unprovoked,NO
17,2016.08.07,NoDoc,NotDoc,2016.08.07,07,Ago,2016,Unprovoked,NO
18,2016.08.06,NoDoc,NotDoc,2016.08.06,06,Ago,2016,Unprovoked,NO
19,2016.08.04,NoDoc,NotDoc,2016.08.04,04,Ago,2016,Unprovoked,NO
20,2016.07.29,11,Morning,2016.07.29,29,Jul,2016,Unprovoked,NO
21,2016.07.28.R,NoDoc,NotDoc,2016.07.28,28,Jul,2016,Unprovoked,NO
22,2016.07.28,NoDoc,NotDoc,2016.07.28,28,Jul,2016,Boat,NO
23,2016.07.27,NoDoc,NotDoc,2016.07.27,27,Jul,2016,Provoked,NO
24,2016.07.26,12,Afternoon,2016.07.26,26,Jul,2016,Unprovoked,NO
25,2016.07.24,19,Sunset,2016.07.24,24,Jul,2016,Unprovoked,NO
26,2016.07.23.b,NoDoc,NotDoc,2016.07.23,23,Jul,2016,Unprovoked,NO
27,2016.07.23.a,NoDoc,NotDoc,2016.07.23,23,Jul,2016,Unprovoked,NO
28,2016.07.20,NoDoc,Afternoon,2016.07.20,20,Jul,2016,Provoked,NO
29,2016.07.17,NoDoc,NotDoc,2016.07.17,17,Jul,2016,Boat,NO
30,2016.07.16.b,13,Afternoon,2016.07.16,16,Jul,2016,Unprovoked,NO
31,2016.07.16.a,11,Morning,2016.07.16,16,Jul,2016,Unprovoked,NO
32,2016.07.15,NoDoc,NotDoc,2016.07.15,15,Jul,2016,Unprovoked,NO
33,2016.07.14.4,NoDoc,NotDoc,2016.07.14,14,Jul,2016,Unprovoked,NO
34,2016.07.08.R,NoDoc,NotDoc,2016.07.08,08,Jul,2016,Unprovoked,NO
35,2016.07.08,NoDoc,NotDoc,2016.07.08,08,Jul,2016,Boat,NO
36,2016.07.07.b,10,Morning,2016.07.07,07,Jul,2016,Provoked,NO
37,2016.07.07.a,NoDoc,NotDoc,2016.07.07,07,Jul,2016,Boat,NO
38,2016.07.06,14,Afternoon,2016.07.06,06,Jul,2016,Unprovoked,NO
39,2016.07.04,22,Night,2016.07.04,04,Jul,2016,Provoked,NO
40,2016.06.27,16,Afternoon,2016.06.27,27,Jun,2016,Unprovoked,NO
41,2016.06.25,14,Afternoon,2016.06.25,25,Jun,2016,Unprovoked,NO
42,2016.06.24,11,Morning,2016.06.24,24,Jun,2016,Unprovoked,NO
43,2016.06.23,NoDoc,NotDoc,2016.06.23,23,Jun,2016,Unprovoked,NO
44,2016.06.21.b,15,Afternoon,2016.06.21,21,Jun,2016,Unprovoked,NO
45,2016.06.21.a,14,Afternoon,2016.06.21,21,Jun,2016,Unprovoked,NO
46,2016.06.15.b,06,Morning,2016.06.15,15,Jun,2016,Unprovoked,NO
47,2016.06.15.a,NoDoc,NotDoc,2016.06.15,15,Jun,2016,Provoked,NO
48,2016.06.14,17,Sunset,2016.06.14,14,Jun,2016,Unprovoked,NO
49,2016.06.11,15,Afternoon,2016.06.11,11,Jun,2016,Unprovoked,NO
50,2016.06.07,11,Morning,2016.06.07,07,Jun,2016,Invalid,NO
51,2016.06.05.b,08,Morning,2016.06.05,05,Jun,2016,Unprovoked,NO
52,2016.06.05.a,11,Morning,2016.06.05,05,Jun,2016,Unprovoked,YES
53,2016.06.04,NoDoc,Morning,2016.06.04,04,Jun,2016,Unprovoked,NO
54,2016.06.02.b,NoDoc,NotDoc,2016.06.02,02,Jun,2016,Unprovoked,UNKNOWN
55,2016.06.02.a,NoDoc,Afternoon,2016.06.02,02,Jun,2016,Unprovoked,NO
56,2016.05.31,16,Afternoon,2016.05.31,31,May,2016,Unprovoked,YES
57,2016.05.29.b,16,Afternoon,2016.05.29,29,May,2016,Unprovoked,NO
58,2016.05.29.a,15,Afternoon,2016.05.29,29,May,2016,Unprovoked,NO
59,2016.05.22,12,Afternoon,2016.05.22,22,May,2016,Unprovoked,NO
60,2016.05.21.b,18,Sunset,2016.05.21,21,May,2016,Unprovoked,NO
61,2016.05.21.a,17,Sunset,2016.05.21,21,May,2016,Unprovoked,NO
62,2016.05.18,NoDoc,Morning,2016.05.18,18,May,2016,Unprovoked,NO
63,2016.05.15,13,Afternoon,2016.05.15,15,May,2016,Provoked,NO
64,2016.05.03,15,Afternoon,2016.05.03,03,May,2016,Unprovoked,NO
65,2016.05.02,NoDoc,Afternoon,2016.05.02,02,May,2016,Provoked,NO
66,2016.04.25,07,Morning,2016.04.25,25,Abr,2016,Unprovoked,NO
67,2016.04.23,17,Sunset,2016.04.23,23,Abr,2016,Unprovoked,NO
68,2016.04.22,08,Morning,2016.04.22,22,Abr,2016,Unprovoked,NO
69,2016.04.19,12,Afternoon,2016.04.19,19,Abr,2016,Unprovoked,NO
70,2016.04.18,NoDoc,NotDoc,2016.04.18,18,Abr,2016,Provoked,NO
71,2016.04.13,NoDoc,NotDoc,2016.04.13,13,Abr,2016,Unprovoked,NO
72,2016.04.09,10,Morning,2016.04.09,09,Abr,2016,Unprovoked,YES
73,2016.04.08,NoDoc,NotDoc,2016.04.08,08,Abr,2016,Invalid,NO
74,2016.04.07.b,NoDoc,NotDoc,2016.04.07,07,Abr,2016,Unprovoked,NO
75,2016.04.07.a,NoDoc,NotDoc,2016.04.07,07,Abr,2016,Invalid,NO
76,2016.03.31,11,Morning,2016.03.31,31,Mar,2016,Unprovoked,NO
77,2016.03.30,19,Sunset,2016.03.30,30,Mar,2016,Unprovoked,NO
78,2016.03.28.b,NoDoc,NotDoc,2016.03.28,28,Mar,2016,Unprovoked,NO
79,2016.03.28.a,11,Morning,2016.03.28,28,Mar,2016,Unprovoked,NO
80,2016.03.26,NoDoc,NotDoc,2016.03.26,26,Mar,2016,Provoked,NO
81,2016.03.13,NoDoc,Morning,2016.03.13,13,Mar,2016,Invalid,NO
82,2016.03.11,13,Afternoon,2016.03.11,11,Mar,2016,Unprovoked,NO
83,2016.03.10,NoDoc,Afternoon,2016.03.10,10,Mar,2016,Unprovoked,YES
84,2016.03.04,NoDoc,Afternoon,2016.03.04,04,Mar,2016,Unprovoked,NO
85,2016.03.03.R,NoDoc,Night,2016.03.03,03,Mar,2016,Unprovoked,NO
86,2016.03.02,NoDoc,NotDoc,2016.03.02,02,Mar,2016,Unprovoked,NO
87,2016.02.22,19,Sunset,2016.02.22,22,Feb,2016,Unprovoked,NO
88,2016.02.19,16,Afternoon,2016.02.19,19,Feb,2016,Unprovoked,NO
89,2016.02.12,15,Afternoon,2016.02.12,12,Feb,2016,Unprovoked,NO
90,2016.02.10.R,NoDoc,NotDoc,2016.02.10,10,Feb,2016,Invalid,NO
91,2016.02.10,12,Afternoon,2016.02.10,10,Feb,2016,Invalid,NO
92,2016.02.05,13,Afternoon,2016.02.05,05,Feb,2016,Unprovoked,NO
93,2016.02.04,NoDoc,Afternoon,2016.02.04,04,Feb,2016,Unprovoked,NO
94,2016.01.29,NoDoc,NotDoc,2016.01.29,29,Ene,2016,Boat,NO
95,2016.01.28,14,Afternoon,2016.01.28,28,Ene,2016,Unprovoked,NO
96,2016.01.25,11,Morning,2016.01.25,25,Ene,2016,Unprovoked,NO
97,2016.01.24.b,09,Morning,2016.01.24,24,Ene,2016,Unprovoked,NO
98,2016.01.24.a,NoDoc,NotDoc,2016.01.24,24,Ene,2016,Boat,NO
99,2016.01.23,NoDoc,Morning,2016.01.23,23,Ene,2016,Unprovoked,NO
100,2016.01.11.R,NoDoc,NotDoc,2016.01.11,11,Ene,2016,Unprovoked,NO
101,2016.01.05,NoDoc,Afternoon,2016.01.05,05,Ene,2016,Unprovoked,NO
102,2016.01.02,11,Morning,2016.01.02,02,Ene,2016,Unprovoked,NO
103,2015.12.26,NoDoc,Morning,2015.12.26,26,Dic,2015,Boat,NO
104,2015.12.25,NoDoc,NotDoc,2015.12.25,25,Dic,2015,Unprovoked,NO
105,2015.12.22,NoDoc,Morning,2015.12.22,22,Dic,2015,Unprovoked,NO
106,2015.12.21.b,07,Morning,2015.12.21,21,Dic,2015,Unprovoked,NO
107,2015.12.21.a,NoDoc,NotDoc,2015.12.21,21,Dic,2015,Unprovoked,NO
108,2015.12.19,NoDoc,NotDoc,2015.12.19,19,Dic,2015,Unprovoked,YES
109,2015.12.13,10,Morning,2015.12.13,13,Dic,2015,Boat,NO
110,2015.12.11,NoDoc,NotDoc,2015.12.11,11,Dic,2015,Unprovoked,NO
111,2015.12.08,NoDoc,Morning,2015.12.08,08,Dic,2015,Unprovoked,NO
112,2015.11.16,NoDoc,Afternoon,2015.11.16,16,Nov,2015,Unprovoked,NO
113,2015.11.15.b,NoDoc,Morning,2015.11.15,15,Nov,2015,Unprovoked,NO
114,2015.11.15.a,NoDoc,NotDoc,2015.11.15,15,Nov,2015,Unprovoked,NO
115,2015.11.10,18,Sunset,2015.11.10,10,Nov,2015,Unprovoked,NO
116,2015.12.23,11,Morning,2015.12.23,23,Dic,2015,Invalid,NO
117,2015.11.03,11,Morning,2015.11.03,03,Nov,2015,Unprovoked,NO
118,2015.11.01.b,14,Afternoon,2015.11.01,01,Nov,2015,Unprovoked,NO
119,2015.11.01.a,04,Night,2015.11.01,01,Nov,2015,Unprovoked,NO
120,2015.10.30,NoDoc,NotDoc,2015.10.30,30,Oct,2015,Unprovoked,NO
121,2015.10.28.a,14,Afternoon,2015.10.28,28,Oct,2015,Unprovoked,NO
122,2015.10.25,15,Afternoon,2015.10.25,25,Oct,2015,Unprovoked,NO
123,2015.10.21,14,Afternoon,2015.10.21,21,Oct,2015,Unprovoked,NO
124,2015.10.19,13,Afternoon,2015.10.19,19,Oct,2015,Unprovoked,NO
125,2015.10.17.c,NoDoc,NotDoc,2015.10.17,17,Oct,2015,Unprovoked,YES
126,2015.10.17.b,19,Sunset,2015.10.17,17,Oct,2015,Invalid,NO
127,2015.10.17.a,11,Morning,2015.10.17,17,Oct,2015,Unprovoked,NO
128,2015.10.13,11,Morning,2015.10.13,13,Oct,2015,Boat,NO
129,2015.10.09.b,16,Afternoon,2015.10.09,09,Oct,2015,Unprovoked,NO
130,2015.10.09.a,10,Morning,2015.10.09,09,Oct,2015,Unprovoked,NO
131,2015.10.08,NoDoc,NotDoc,2015.10.08,08,Oct,2015,Unprovoked,NO
132,2015.10.07,16,Afternoon,2015.10.07,07,Oct,2015,Unprovoked,NO
133,2015.10.05.b,13,Afternoon,2015.10.05,05,Oct,2015,Unprovoked,NO
134,2015.10.05.a,10,Morning,2015.10.05,05,Oct,2015,Unprovoked,NO
135,2015.10.04,08,Morning,2015.10.04,04,Oct,2015,Unprovoked,NO
136,2015.09.29,16,Afternoon,2015.09.29,29,Sep,2015,Unprovoked,NO
137,2015.09.26,NoDoc,Afternoon,2015.09.26,26,Sep,2015,Unprovoked,NO
138,2015.09.24,10,Morning,2015.09.24,24,Sep,2015,Unprovoked,NO
139,2015.09.20.d,16,Afternoon,2015.09.20,20,Sep,2015,Unprovoked,NO
140,2015.09.20.c,15,Afternoon,2015.09.20,20,Sep,2015,Unprovoked,NO
141,2015.09.20.b,12,Afternoon,2015.09.20,20,Sep,2015,Unprovoked,NO
142,2015.09.20.a,07,Morning,2015.09.20,20,Sep,2015,Unprovoked,NO
143,2015.09.18,19,Sunset,2015.09.18,18,Sep,2015,Unprovoked,NO
144,2015.09.17,15,Afternoon,2015.09.17,17,Sep,2015,Unprovoked,NO
145,2015.09.08,06,Morning,2015.09.08,08,Sep,2015,Unprovoked,NO
146,2015.09.06,17,Sunset,2015.09.06,06,Sep,2015,Unprovoked,NO
147,2015.09.05,14,Afternoon,2015.09.05,05,Sep,2015,Provoked,NO
148,2015.09.04,11,Morning,2015.09.04,04,Sep,2015,Unprovoked,NO
149,2015.09.03,16,Afternoon,2015.09.03,03,Sep,2015,Unprovoked,NO
150,2015.09.01,08,Morning,2015.09.01,01,Sep,2015,Unprovoked,NO
151,2015.09.00,NoDoc,NotDoc,2015.09.00,NotDoc,Sep,2015,Unprovoked,NO
152,2015.08.29.b,10,Morning,2015.08.29,29,Ago,2015,Unprovoked,NO
153,2015.08.29.a,10,Morning,2015.08.29,29,Ago,2015,Unprovoked,NO
154,2015.08.22.b,19,Sunset,2015.08.22,22,Ago,2015,Invalid,NO
155,2015.08.22.a,17,Sunset,2015.08.22,22,Ago,2015,Unprovoked,NO
156,2015.08.20,12,Afternoon,2015.08.20,20,Ago,2015,Unprovoked,NO
157,2015.08.19,15,Afternoon,2015.08.19,19,Ago,2015,Unprovoked,NO
158,2015.08.18.b,07,Morning,2015.08.18,18,Ago,2015,Unprovoked,NO
159,2015.08.18.a,11,Morning,2015.08.18,18,Ago,2015,Invalid,NO
160,2015.08.10,08,Morning,2015.08.10,10,Ago,2015,Provoked,NO
161,2015.07.31,06,Morning,2015.07.31,31,Jul,2015,Unprovoked,NO
162,2015.07.26.b,19,Sunset,2015.07.26,26,Jul,2015,Unprovoked,NO
163,2015.07.26.a,10,Morning,2015.07.26,26,Jul,2015,Invalid,NO
164,2015.07.25,10,Morning,2015.07.25,25,Jul,2015,Unprovoked,YES
165,2015.07.23.b,NoDoc,NotDoc,2015.07.23,23,Jul,2015,Provoked,NO
166,2015.07.23.a,NoDoc,NotDoc,2015.07.23,23,Jul,2015,Unprovoked,NO
167,2015.07.22,NoDoc,NotDoc,2015.07.22,22,Jul,2015,Unprovoked,NO
168,2015.07.19,NoDoc,NotDoc,2015.07.19,19,Jul,2015,Unprovoked,NO
169,2015.07-10,08,Morning,NotDoc,NotDoc,NotDoc,NotDoc,Unprovoked,NO
170,2015.07.08,NoDoc,NotDoc,2015.07.08,08,Jul,2015,Invalid,NO
171,2015.07.06,NoDoc,NotDoc,2015.07.06,06,Jul,2015,Invalid,NO
172,2015.07.04.b,NoDoc,NotDoc,2015.07.04,04,Jul,2015,Unprovoked,NO
173,2015.07.04.a,NoDoc,Sunset,2015.07.04,04,Jul,2015,Unprovoked,NO
174,2015.07.03,09,Morning,2015.07.03,03,Jul,2015,Unprovoked,NO
175,2015.07.02,09,Morning,2015.07.02,02,Jul,2015,Unprovoked,NO
176,2015.07.01,12,Afternoon,2015.07.01,01,Jul,2015,Unprovoked,NO
177,2015.06.30.b,NoDoc,NotDoc,2015.06.30,30,Jun,2015,Unprovoked,NO
178,2015.06.30.a,18,Sunset,2015.06.30,30,Jun,2015,Unprovoked,NO
179,2015.06.27.b,16,Afternoon,2015.06.27,27,Jun,2015,Unprovoked,NO
180,2015.06.27.a,14,Afternoon,2015.06.27,27,Jun,2015,Unprovoked,NO
181,2015.06.26.c,19,Sunset,2015.06.26,26,Jun,2015,Invalid,NO
182,2015.06.26.b,16,Afternoon,2015.06.26,26,Jun,2015,Unprovoked,NO
183,2015.06.26.a,11,Morning,2015.06.26,26,Jun,2015,Unprovoked,NO
184,2015.06.25.R,NoDoc,NotDoc,2015.06.25,25,Jun,2015,Provoked,NO
185,2015.06.25,11,Morning,2015.06.25,25,Jun,2015,Unprovoked,NO
186,2015.06.24.b,12,Afternoon,2015.06.24,24,Jun,2015,Unprovoked,NO
187,2015.06.24.a,09,Morning,2015.06.24,24,Jun,2015,Invalid,NO
188,2015.06.23,NoDoc,NotDoc,2015.06.23,23,Jun,2015,Unprovoked,NO
189,2015.06.19,NoDoc,Morning,2015.06.19,19,Jun,2015,Unprovoked,NO
190,2015.06.17,13,Afternoon,2015.06.17,17,Jun,2015,Unprovoked,NO
191,2015.06.14.b,17,Sunset,2015.06.14,14,Jun,2015,Unprovoked,NO
192,2015.06.14.a,16,Afternoon,2015.06.14,14,Jun,2015,Unprovoked,NO
193,2015.06.13,NoDoc,NotDoc,2015.06.13,13,Jun,2015,Unprovoked,NO
194,2015.06.11,12,Afternoon,2015.06.11,11,Jun,2015,Unprovoked,NO
195,2015.06.07,10,Morning,2015.06.07,07,Jun,2015,Unprovoked,NO
196,2015.06.05,NoDoc,NotDoc,2015.06.05,05,Jun,2015,Unprovoked,NO
197,2015.06.01,15,Afternoon,2015.06.01,01,Jun,2015,Unprovoked,NO
198,2015.05.29.b,15,Afternoon,2015.05.29,29,May,2015,Unprovoked,NO
199,2015.05.29.a,13,Afternoon,2015.05.29,29,May,2015,Unprovoked,NO
200,2015.05.25,08,Morning,2015.05.25,25,May,2015,Unprovoked,NO
201,2015.05.24,NoDoc,NotDoc,2015.05.24,24,May,2015,Unprovoked,NO
202,2015.05.20,10,Morning,2015.05.20,20,May,2015,Unprovoked,NO
203,2015.05.15,14,Afternoon,2015.05.15,15,May,2015,Unprovoked,NO
204,2015.05.09,NoDoc,NotDoc,2015.05.09,09,May,2015,Unprovoked,YES
205,2015.05.07,15,Afternoon,2015.05.07,07,May,2015,Unprovoked,NO
206,2015.05.03,15,Afternoon,2015.05.03,03,May,2015,Unprovoked,NO
207,2015.05.02,13,Afternoon,2015.05.02,02,May,2015,Unprovoked,NO
208,2015.04.29,09,Morning,2015.04.29,29,Abr,2015,Unprovoked,YES
209,2015.04.26,16,Afternoon,2015.04.26,26,Abr,2015,Unprovoked,NO
210,2015.04.25,09,Morning,2015.04.25,25,Abr,2015,Unprovoked,NO
211,2015.04.24.c,11,Morning,2015.04.24,24,Abr,2015,Unprovoked,NO
212,2015.04.13,NoDoc,NotDoc,2015.04.13,13,Abr,2015,Unprovoked,NO
213,2015.04.11,07,Morning,2015.04.11,11,Abr,2015,Unprovoked,NO
214,2015.04.12,09,Morning,2015.04.12,12,Abr,2015,Unprovoked,YES
215,2015.03.31,11,Morning,2015.03.31,31,Mar,2015,Invalid,NO
216,2015.04.03,NoDoc,Afternoon,2015.04.03,03,Abr,2015,Unprovoked,NO
217,2015.03.29,NoDoc,NotDoc,2015.03.29,29,Mar,2015,Invalid,YES
218,2015.03.26,NoDoc,NotDoc,2015.03.26,26,Mar,2015,Boat,NO
219,2015.03.21,NoDoc,NotDoc,2015.03.21,21,Mar,2015,Unprovoked,YES
220,2015.03.18,11,Morning,2015.03.18,18,Mar,2015,Unprovoked,NO
221,2015.03.16,10,Morning,2015.03.16,16,Mar,2015,Unprovoked,NO
222,2015.03.11,NoDoc,Morning,2015.03.11,11,Mar,2015,Boat,NO
223,2015.03.10,10,Morning,2015.03.10,10,Mar,2015,Provoked,NO
224,2015.03.07,NoDoc,NotDoc,2015.03.07,07,Mar,2015,Unprovoked,NO
225,2015.02.15,NoDoc,NotDoc,2015.02.15,15,Feb,2015,Boat,NO
226,2015.02.14,18,Sunset,2015.02.14,14,Feb,2015,Unprovoked,YES
227,2015.02.09,10,Morning,2015.02.09,09,Feb,2015,Unprovoked,YES
228,2015.02.08,06,Morning,2015.02.08,08,Feb,2015,Unprovoked,NO
229,2015.02.05,NoDoc,NotDoc,2015.02.05,05,Feb,2015,Unprovoked,NO
230,2015.01.30,05,Morning,2015.01.30,30,Ene,2015,Boat,NO
231,2015.01.27,03,Night,2015.01.27,27,Ene,2015,Provoked,NO
232,2015.01.24,NoDoc,NotDoc,2015.01.24,24,Ene,2015,Unprovoked,NO
233,2015.01.19.b,NoDoc,NotDoc,2015.01.19,19,Ene,2015,Boat,NO
234,2015.01.19.a,NoDoc,NotDoc,2015.01.19,19,Ene,2015,Invalid,NO
235,2015.01.17,13,Afternoon,2015.01.17,17,Ene,2015,Boat,NO
236,2015.01.16,NoDoc,NotDoc,2015.01.16,16,Ene,2015,Unprovoked,NO
237,2015.01.08,NoDoc,Night,2015.01.08,08,Ene,2015,Invalid,NO
238,2015.01.06,16,Afternoon,2015.01.06,06,Ene,2015,Unprovoked,NO
239,2015.01.03,08,Morning,2015.01.03,03,Ene,2015,Unprovoked,NO
240,2015.01.01,NoDoc,Afternoon,2015.01.01,01,Ene,2015,Unprovoked,NO
241,2014.12.29.b,NoDoc,Morning,2014.12.29,29,Dic,2014,Unprovoked,NO
242,2014.12.29.a,NoDoc,Morning,2014.12.29,29,Dic,2014,Unprovoked,YES
243,2014.12.28.d,NoDoc,NotDoc,2014.12.28,28,Dic,2014,Sea Disaster,NO
244,2014.12.28.c,NoDoc,Morning,2014.12.28,28,Dic,2014,Invalid,NO
245,2014.12.28.b,11,Morning,2014.12.28,28,Dic,2014,Unprovoked,NO
246,2014.12.28.a,NoDoc,Morning,2014.12.28,28,Dic,2014,Provoked,NO
247,2014.12.23.R,NoDoc,NotDoc,2014.12.23,23,Dic,2014,Unprovoked,NO
248,2014.12.15,11,Morning,2014.12.15,15,Dic,2014,Unprovoked,YES
249,2014.12.03.R,07,Morning,2014.12.03,03,Dic,2014,Provoked,NO
250,2014.11.29,06,Morning,2014.11.29,29,Nov,2014,Unprovoked,NO
251,2014.11.20,NoDoc,NotDoc,2014.11.20,20,Nov,2014,Provoked,YES
252,2014.11.19,NoDoc,NotDoc,2014.11.19,19,Nov,2014,Boat,NO
253,2014.11.16,13,Afternoon,2014.11.16,16,Nov,2014,Unprovoked,NO
254,2014.11.17,NoDoc,NotDoc,2014.11.17,17,Nov,2014,Boat,NO
255,2014.11.13,13,Afternoon,2014.11.13,13,Nov,2014,Unprovoked,NO
256,2014.11.10,06,Morning,2014.11.10,10,Nov,2014,Unprovoked,NO
257,2014.11.08,16,Afternoon,2014.11.08,08,Nov,2014,Unprovoked,NO
258,2014.10.31,11,Morning,2014.10.31,31,Oct,2014,Unprovoked,NO
259,2014.10.30,18,Sunset,2014.10.30,30,Oct,2014,Provoked,NO
260,2014.10.22,10,Morning,2014.10.22,22,Oct,2014,Unprovoked,NO
261,2014.10.20,08,Morning,2014.10.20,20,Oct,2014,Unprovoked,NO
262,2014.10.19,NoDoc,NotDoc,2014.10.19,19,Oct,2014,Boat,NO
263,2014.10.18,11,Morning,2014.10.18,18,Oct,2014,Unprovoked,NO
264,2014.10.17,06,Morning,2014.10.17,17,Oct,2014,Unprovoked,NO
265,2014.10.14,NoDoc,NotDoc,2014.10.14,14,Oct,2014,Unprovoked,NO
266,2014.10.12,15,Afternoon,2014.10.12,12,Oct,2014,Unprovoked,NO
267,2014.10.07,NoDoc,Afternoon,2014.10.07,07,Oct,2014,Unprovoked,NO
268,2014.10.11,17,Sunset,2014.10.11,11,Oct,2014,Boat,NO
269,2014.10.05.b,11,Morning,2014.10.05,05,Oct,2014,Unprovoked,NO
270,2014.10.05.a,11,Morning,2014.10.05,05,Oct,2014,Unprovoked,NO
271,2014.10.03.b,14,Afternoon,2014.10.03,03,Oct,2014,Boat,NO
272,2014.10.03.a,11,Morning,2014.10.03,03,Oct,2014,Boat,NO
273,2014.10.02.b,17,Sunset,2014.10.02,02,Oct,2014,Unprovoked,NO
274,2014.10.02.a,11,Morning,2014.10.02,02,Oct,2014,Unprovoked,NO
275,2014.09.21,11,Morning,2014.09.21,21,Sep,2014,Unprovoked,NO
276,2014.09.13.R,NoDoc,NotDoc,2014.09.13,13,Sep,2014,Unprovoked,NO
277,2014.09.13,18,Sunset,2014.09.13,13,Sep,2014,Invalid,NO
278,2014.09.09,10,Morning,2014.09.09,09,Sep,2014,Unprovoked,YES
279,2014.09.06,13,Afternoon,2014.09.06,06,Sep,2014,Unprovoked,NO
280,2014.09.03,18,Sunset,2014.09.03,03,Sep,2014,Unprovoked,NO
281,2014.09.02,20,Sunset,2014.09.02,02,Sep,2014,Provoked,NO
282,2014.09.00,NoDoc,NotDoc,2014.09.00,NotDoc,Sep,2014,Unprovoked,NO
283,2014.08.31,16,Afternoon,2014.08.31,31,Ago,2014,Unprovoked,NO
284,2014.08.29.b,NoDoc,NotDoc,2014.08.29,29,Ago,2014,Unprovoked,NO
285,2014.08.29.a,16,Afternoon,2014.08.29,29,Ago,2014,Invalid,NO
286,2014.08.28,NoDoc,NotDoc,2014.08.28,28,Ago,2014,Provoked,NO
287,2014.08.27.c,NoDoc,NotDoc,2014.08.27,27,Ago,2014,Unprovoked,NO
288,2014.08.27.b,NoDoc,NotDoc,2014.08.27,27,Ago,2014,Unprovoked,NO
289,2014.08.27.a,15,Afternoon,2014.08.27,27,Ago,2014,Unprovoked,NO
290,2014.08.25,NoDoc,NotDoc,2014.08.25,25,Ago,2014,Provoked,NO
291,2014.08.24,NoDoc,NotDoc,2014.08.24,24,Ago,2014,Unprovoked,NO
292,2014.08.16,NoDoc,NotDoc,2014.08.16,16,Ago,2014,Unprovoked,NO
293,2014.08.12,11,Morning,2014.08.12,12,Ago,2014,Unprovoked,NO
294,2014.08.10,NoDoc,NotDoc,2014.08.10,10,Ago,2014,Unprovoked,NO
295,2014.08.09.R,NoDoc,NotDoc,2014.08.09,09,Ago,2014,Unprovoked,NO
296,2014.08.09,13,Afternoon,2014.08.09,09,Ago,2014,Unprovoked,NO
297,2014.08.08,NoDoc,Afternoon,2014.08.08,08,Ago,2014,Unprovoked,NO
298,2014.08.06,14,Afternoon,2014.08.06,06,Ago,2014,Unprovoked,NO
299,2014.08.05,NoDoc,NotDoc,2014.08.05,05,Ago,2014,Unprovoked,NO
300,2014.08.02,NoDoc,NotDoc,2014.08.02,02,Ago,2014,Unprovoked,NO
301,2014.08.02,13,Afternoon,2014.08.02,02,Ago,2014,Unprovoked,NO
302,2014.08.01,14,Afternoon,2014.08.01,01,Ago,2014,Unprovoked,NO
303,2014.08.00,NoDoc,NotDoc,2014.08.00,NotDoc,Ago,2014,Invalid,YES
304,2014.07.27,NoDoc,NotDoc,2014.07.27,27,Jul,2014,Unprovoked,NO
305,2014.07.22,15,Afternoon,2014.07.22,22,Jul,2014,Unprovoked,NO
306,2014.07.21,NoDoc,Afternoon,2014.07.21,21,Jul,2014,Unprovoked,NO
307,2014.07.20,NoDoc,NotDoc,2014.07.20,20,Jul,2014,Unprovoked,NO
308,2014.07.16,17,Sunset,2014.07.16,16,Jul,2014,Unprovoked,NO
309,2014.07.14,14,Afternoon,2014.07.14,14,Jul,2014,Unprovoked,NO
310,2014.07.13,NoDoc,Night,2014.07.13,13,Jul,2014,Invalid,YES
311,2014.07.12,NoDoc,NotDoc,2014.07.12,12,Jul,2014,Unprovoked,NO
312,2014.07.09,14,Afternoon,2014.07.09,09,Jul,2014,Unprovoked,NO
313,2014.07.05.b,09,Morning,2014.07.05,05,Jul,2014,Provoked,NO
314,2014.07.05.a,07,Morning,2014.07.05,05,Jul,2014,Unprovoked,NO
315,2014.07.03,18,Sunset,2014.07.03,03,Jul,2014,Unprovoked,NO
316,2014.06.27.R,NoDoc,NotDoc,2014.06.27,27,Jun,2014,Boat,NO
