,ID,hourtime,daytime,new_date,new_days,new_months,new_years,Type,real_fatal
4609,1937.10.24.a,NoDoc,NotDoc,1937.10.24,24,Oct,1937,Unprovoked,NO
4610,1937.09.26.R,NoDoc,NotDoc,1937.09.26,26,Sep,1937,Provoked,NO
4611,1937.09.12,NoDoc,NotDoc,1937.09.12,12,Sep,1937,Boating,NO
4612,1937.09.11,NoDoc,NotDoc,1937.09.11,11,Sep,1937,Boating,NO
4613,1937.09.01,NoDoc,NotDoc,1937.09.01,01,Sep,1937,Unprovoked,NO
4614,1937.08.31,11,Morning,1937.08.31,31,Ago,1937,Unprovoked,NO
4615,1937.08.16,NoDoc,NotDoc,1937.08.16,16,Ago,1937,Invalid,NO
4616,1937.08.02,NoDoc,NotDoc,1937.08.02,02,Ago,1937,Unprovoked,YES
4617,1937.07.16.R,NoDoc,NotDoc,1937.07.16,16,Jul,1937,Unprovoked,YES
4618,1937.07.06,NoDoc,NotDoc,1937.07.06,06,Jul,1937,Invalid,NO
4619,1937.06.28.R,NoDoc,NotDoc,1937.06.28,28,Jun,1937,Unprovoked,YES
4620,1937.06.15.b,NoDoc,NotDoc,1937.06.15,15,Jun,1937,Provoked,NO
4621,1937.06.15,NoDoc,Night,1937.06.15,15,Jun,1937,Unprovoked,YES
4622,1937.05.30,NoDoc,NotDoc,1937.05.30,30,May,1937,Provoked,NO
4623,1937.05.15,NoDoc,Night,1937.05.15,15,May,1937,Unprovoked,YES
4624,1937.03.26,NoDoc,NotDoc,1937.03.26,26,Mar,1937,Invalid,NO
4625,1937.03.09,NoDoc,NotDoc,1937.03.09,09,Mar,1937,Invalid,YES
4626,1937.02.13,15,Afternoon,1937.02.13,13,Feb,1937,Unprovoked,YES
4627,1937.02.11,NoDoc,NotDoc,1937.02.11,11,Feb,1937,Unprovoked,NO
4628,1937.02.04,03,Night,1937.02.04,04,Feb,1937,Boating,NO
4629,1937.02.03,NoDoc,NotDoc,1937.02.03,03,Feb,1937,Provoked,NO
4630,1937.02.02,NoDoc,Night,1937.02.02,02,Feb,1937,Invalid,YES
4631,1937.01.27,NoDoc,NotDoc,1937.01.27,27,Ene,1937,Provoked,NO
4632,1937.00.00,NoDoc,NotDoc,1937.00.00,NotDoc,NotDoc,1937,Unprovoked,NO
4633,1936.12.30,NoDoc,NotDoc,1936.12.30,30,Dic,1936,Unprovoked,NO
4634,1936.12.19,NoDoc,NotDoc,1936.12.19,19,Dic,1936,Boating,NO
4635,1936.12.15,NoDoc,NotDoc,1936.12.15,15,Dic,1936,Provoked,NO
4636,1936.12.12,11,Morning,1936.12.12,12,Dic,1936,Unprovoked,YES
4637,1936.12.01,NoDoc,NotDoc,1936.12.01,01,Dic,1936,Boating,YES
4638,1936.11.27,NoDoc,NotDoc,1936.11.27,27,Nov,1936,Provoked,NO
4639,1936.09.04,NoDoc,NotDoc,1936.09.04,04,Sep,1936,Unprovoked,NO
4640,1936.08.24,NoDoc,NotDoc,1936.08.24,24,Ago,1936,Unprovoked,NO
4641,1936.08.11,NoDoc,NotDoc,1936.08.11,11,Ago,1936,Provoked,NO
4642,1936.08.04,NoDoc,NotDoc,1936.08.04,04,Ago,1936,Unprovoked,NO
4643,1936.08.00,NoDoc,NotDoc,1936.08.00,NotDoc,Ago,1936,Boating,NO
4644,1936.07.25,15,Afternoon,1936.07.25,25,Jul,1936,Unprovoked,YES
4645,1936.07.12,15,Afternoon,1936.07.12,12,Jul,1936,Boating,NO
4646,1936.07.07,NoDoc,NotDoc,1936.07.07,07,Jul,1936,Unprovoked,NO
4647,1936.07.00,NoDoc,NotDoc,1936.07.00,NotDoc,Jul,1936,Boating,NO
4648,1936.06.26,NoDoc,NotDoc,1936.06.26,26,Jun,1936,Unprovoked,YES
4649,1936.06.06,NoDoc,NotDoc,1936.06.06,06,Jun,1936,Unprovoked,YES
4650,1936.04.22,10,Morning,1936.04.22,22,Abr,1936,Unprovoked,NO
4651,1936.04.08,NoDoc,NotDoc,1936.04.08,08,Abr,1936,Unprovoked,NO
4652,1936.03.30,NoDoc,NotDoc,1936.03.30,30,Mar,1936,Provoked,NO
4653,1936.03.22,NoDoc,NotDoc,1936.03.22,22,Mar,1936,Unprovoked,NO
4654,1936.03.19,NoDoc,NotDoc,1936.03.19,19,Mar,1936,Unprovoked,NO
4655,1936.03.04.,NoDoc,NotDoc,1936.03.04,04,Mar,1936,Boating,NO
4656,1936.02.23,NoDoc,NotDoc,1936.02.23,23,Feb,1936,Provoked,NO
4657,1936.02.20..R,NoDoc,NotDoc,1936.02.20,20,Feb,1936,Unprovoked,NO
4658,1936.02.04,15,Afternoon,1936.02.04,04,Feb,1936,Unprovoked,YES
4659,1936.01.22,18,Sunset,1936.01.22,22,Ene,1936,Unprovoked,YES
4660,1936.01.05,NoDoc,NotDoc,1936.01.05,05,Ene,1936,Invalid,NO
4661,1936.01.00,NoDoc,NotDoc,1936.01.00,NotDoc,Ene,1936,Provoked,NO
4662,1936.00.00,NoDoc,NotDoc,1936.00.00,NotDoc,NotDoc,1936,Unprovoked,YES
4663,1935.12.23,NoDoc,NotDoc,1935.12.23,23,Dic,1935,Provoked,NO
4664,1935.11.13,NoDoc,NotDoc,1935.11.13,13,Nov,1935,Unprovoked,NO
4665,1935.09.21,20,Sunset,1935.09.21,21,Sep,1935,Unprovoked,YES
4666,1935.09.04.R,NoDoc,NotDoc,1935.09.04,04,Sep,1935,Unprovoked,YES
4667,1935.08.26,NoDoc,Night,1935.08.26,26,Ago,1935,Unprovoked,YES
4668,1935.08.24,NoDoc,NotDoc,1935.08.24,24,Ago,1935,Invalid,NO
4669,1935.08.13,NoDoc,NotDoc,1935.08.13,13,Ago,1935,Unprovoked,YES
4670,1935.07.27.b,NoDoc,NotDoc,1935.07.27,27,Jul,1935,Invalid,YES
4671,1935.07.27.a,NoDoc,NotDoc,1935.07.27,27,Jul,1935,Invalid,YES
4672,1935.07.05,NoDoc,NotDoc,1935.07.05,05,Jul,1935,Unprovoked,YES
4673,1935.07.01,15,Afternoon,1935.07.01,01,Jul,1935,Unprovoked,YES
4674,1935.06.18,NoDoc,NotDoc,1935.06.18,18,Jun,1935,Unprovoked,NO
4675,1935.06.05.R,NoDoc,NotDoc,1935.06.05,05,Jun,1935,Unprovoked,YES
4676,1935.06.00.b,NoDoc,NotDoc,1935.06.00,NotDoc,Jun,1935,Boating,NO
4677,1935.06.00.a,NoDoc,NotDoc,1935.06.00,NotDoc,Jun,1935,Unprovoked,NO
4678,1935.05.19,NoDoc,NotDoc,1935.05.19,19,May,1935,Provoked,NO
4679,1935.05.12,NoDoc,NotDoc,1935.05.12,12,May,1935,Unprovoked,NO
4680,1935.04.25,NoDoc,NotDoc,1935.04.25,25,Abr,1935,Invalid,NO
4681,1935.04.12.R,NoDoc,NotDoc,1935.04.12,12,Abr,1935,Unprovoked,NO
4682,1935.04.08.R,NoDoc,NotDoc,1935.04.08,08,Abr,1935,Unprovoked,NO
4683,1935.03.30,NoDoc,Afternoon,1935.03.30,30,Mar,1935,Unprovoked,NO
4684,1935.03.25.R,NoDoc,NotDoc,1935.03.25,25,Mar,1935,Provoked,NO
4685,1935.03.20,NoDoc,NotDoc,1935.03.20,20,Mar,1935,Unprovoked,NO
4686,1935.03.13,NoDoc,NotDoc,1935.03.13,13,Mar,1935,Provoked,NO
4687,1935.03.11,NoDoc,NotDoc,1935.03.11,11,Mar,1935,Unprovoked,NO
4688,1935.03.09,12,Afternoon,1935.03.09,09,Mar,1935,Unprovoked,YES
4689,1935.03.02,17,Sunset,1935.03.02,02,Mar,1935,Unprovoked,YES
4690,1935.02.14,17,Sunset,1935.02.14,14,Feb,1935,Unprovoked,NO
4691,1935.01.24.b,NoDoc,NotDoc,1935.01.24,24,Ene,1935,Unprovoked,NO
4692,1935.01.24.a,NoDoc,NotDoc,1935.01.24,24,Ene,1935,Boating,NO
4693,1935.01.21.R,NoDoc,NotDoc,1935.01.21,21,Ene,1935,Invalid,YES
4694,1935.01.17,NoDoc,NotDoc,1935.01.17,17,Ene,1935,Invalid,NO
4695,1934.12.31.b,20,Sunset,1934.12.31,31,Dic,1934,Unprovoked,NO
4696,1934.12.31.a,16,Afternoon,1934.12.31,31,Dic,1934,Unprovoked,YES
4697,1934.12.23.b,13,Afternoon,1934.12.23,23,Dic,1934,Unprovoked,YES
4698,1934.12.23.a,13,Afternoon,1934.12.23,23,Dic,1934,Unprovoked,NO
4699,1934.10.09,NoDoc,NotDoc,1934.10.09,09,Oct,1934,Unprovoked,YES
4700,1934.10.08,NoDoc,Night,1934.10.08,08,Oct,1934,Provoked,NO
4701,1934.10.02,NoDoc,NotDoc,1934.10.02,02,Oct,1934,Unprovoked,YES
4702,1934.09.08,NoDoc,NotDoc,1934.09.08,08,Sep,1934,Provoked,NO
4703,1934.08.27,NoDoc,NotDoc,1934.08.27,27,Ago,1934,Boating,NO
4704,1934.08.26.R,NoDoc,NotDoc,1934.08.26,26,Ago,1934,Invalid,NO
4705,1934.08.26,NoDoc,NotDoc,1934.08.26,26,Ago,1934,Unprovoked,YES
4706,1934.08.21,NoDoc,NotDoc,1934.08.21,21,Ago,1934,Unprovoked,YES
4707,1934.08.05,NoDoc,NotDoc,1934.08.05,05,Ago,1934,Unprovoked,NO
4708,1934.07.11,NoDoc,NotDoc,1934.07.11,11,Jul,1934,Boating,NO
4709,1934.06.21,NoDoc,Night,1934.06.21,21,Jun,1934,Provoked,NO
4710,1934.06.20,NoDoc,NotDoc,1934.06.20,20,Jun,1934,Unprovoked,YES
4711,1934.04.15,09,Morning,1934.04.15,15,Abr,1934,Unprovoked,NO
4712,1934.04.01.c,15,Afternoon,1934.04.01,01,Abr,1934,Unprovoked,YES
4713,1934.04.01.b,12,Afternoon,1934.04.01,01,Abr,1934,Unprovoked,NO
4714,1934.04.01.a,12,Afternoon,1934.04.01,01,Abr,1934,Unprovoked,YES
4715,1934.03.12,15,Afternoon,1934.03.12,12,Mar,1934,Unprovoked,YES
4716,1934.03.00,NoDoc,NotDoc,1934.03.00,NotDoc,Mar,1934,Provoked,NO
4717,1934.02.24,12,Afternoon,1934.02.24,24,Feb,1934,Unprovoked,NO
4718,1934.02.22,NoDoc,NotDoc,1934.02.22,22,Feb,1934,Unprovoked,YES
4719,1934.01.08.R,NoDoc,NotDoc,1934.01.08,08,Ene,1934,Boating,NO
4720,1934.01.27,NoDoc,NotDoc,1934.01.27,27,Ene,1934,Unprovoked,NO
4721,1934.01.07,15,Afternoon,1934.01.07,07,Ene,1934,Unprovoked,NO
4722,1933.11.20,NoDoc,NotDoc,1933.11.20,20,Nov,1933,Unprovoked,YES
4723,1933.11.18,NoDoc,NotDoc,1933.11.18,18,Nov,1933,Unprovoked,NO
4724,1933.10.25.R,NoDoc,NotDoc,1933.10.25,25,Oct,1933,Unprovoked,NO
4725,1933.09.27.R,NoDoc,NotDoc,1933.09.27,27,Sep,1933,Boating,NO
4726,1933.08.28.b,NoDoc,NotDoc,1933.08.28,28,Ago,1933,Provoked,NO
4727,1933.08.28.a,NoDoc,NotDoc,1933.08.28,28,Ago,1933,Unprovoked,NO
4728,1933.08.26.R,NoDoc,NotDoc,1933.08.26,26,Ago,1933,Unprovoked,NO
4729,1933.07.07.R,NoDoc,NotDoc,1933.07.07,07,Jul,1933,Unprovoked,NO
4730,1933.07.03,NoDoc,NotDoc,1933.07.03,03,Jul,1933,Unprovoked,NO
4731,1933.06.21,NoDoc,NotDoc,1933.06.21,21,Jun,1933,Unprovoked,NO
4732,1933.06.16,NoDoc,NotDoc,1933.06.16,16,Jun,1933,Unprovoked,NO
4733,1933.06.13,NoDoc,NotDoc,1933.06.13,13,Jun,1933,Invalid,NO
4734,1933.05.24,NoDoc,NotDoc,1933.05.24,24,May,1933,Sea Disaster,YES
4735,1933.05.23,NoDoc,NotDoc,1933.05.23,23,May,1933,Provoked,NO
4736,1933.06.08.R,NoDoc,NotDoc,1933.06.08,08,Jun,1933,Unprovoked,NO
4737,1933.05.03,NoDoc,NotDoc,1933.05.03,03,May,1933,Sea Disaster,YES
4738,1933.04.10,NoDoc,NotDoc,1933.04.10,10,Abr,1933,Unprovoked,YES
4739,1933.02.26,NoDoc,NotDoc,1933.02.26,26,Feb,1933,Unprovoked,NO
4740,1933.02.15.R,NoDoc,NotDoc,1933.02.15,15,Feb,1933,Unprovoked,NO
4741,1933.02.14,NoDoc,NotDoc,1933.02.14,14,Feb,1933,Boating,NO
4742,1933.02.12,NoDoc,NotDoc,1933.02.12,12,Feb,1933,Provoked,NO
4743,1933.01.04,17,Sunset,1933.01.04,04,Ene,1933,Unprovoked,YES
4744,1932.12.11.R,NoDoc,NotDoc,1932.12.11,11,Dic,1932,Unprovoked,NO
4745,1932.12.09.R,NoDoc,NotDoc,1932.12.09,09,Dic,1932,Provoked,NO
4746,1932.11.09,NoDoc,NotDoc,1932.11.09,09,Nov,1932,Sea Disaster,UNKNOWN
4747,1932.10.31,11,Morning,1932.10.31,31,Oct,1932,Unprovoked,NO
4748,1932.10.11,NoDoc,NotDoc,1932.10.11,11,Oct,1932,Unprovoked,YES
4749,1932.09.26.R,NoDoc,NotDoc,1932.09.26,26,Sep,1932,Unprovoked,NO
4750,1932.08.30.b,NoDoc,NotDoc,1932.08.30,30,Ago,1932,Provoked,NO
4751,1932.08.30.a,NoDoc,NotDoc,1932.08.30,30,Ago,1932,Provoked,NO
4752,1932.08.10,NoDoc,NotDoc,1932.08.10,10,Ago,1932,Provoked,NO
4753,1932.08.09,NoDoc,NotDoc,1932.08.09,09,Ago,1932,Unprovoked,NO
4754,1932.08.06,NoDoc,NotDoc,1932.08.06,06,Ago,1932,Provoked,NO
4755,1932.07.14.R,NoDoc,NotDoc,1932.07.14,14,Jul,1932,Invalid,YES
4756,1932.07.02,NoDoc,NotDoc,1932.07.02,02,Jul,1932,Boating,NO
4757,1932.06.28,NoDoc,NotDoc,1932.06.28,28,Jun,1932,Provoked,NO
4758,1932.06.26,NoDoc,NotDoc,1932.06.26,26,Jun,1932,Provoked,NO
4759,1932.06.20,NoDoc,NotDoc,1932.06.20,20,Jun,1932,Unprovoked,YES
4760,1932.05.12,NoDoc,NotDoc,1932.05.12,12,May,1932,Unprovoked,YES
4761,1932.05.00,NoDoc,NotDoc,1932.05.00,NotDoc,May,1932,Unprovoked,NO
4762,1932.04.16.b,NoDoc,NotDoc,1932.04.16,16,Abr,1932,Unprovoked,YES
4763,1932.04.16.a,NoDoc,NotDoc,1932.04.16,16,Abr,1932,Unprovoked,YES
4764,1932.02.16,NoDoc,NotDoc,1932.02.16,16,Feb,1932,Unprovoked,NO
4765,1932.02.13,NoDoc,NotDoc,1932.02.13,13,Feb,1932,Unprovoked,NO
4766,1932.02.08,NoDoc,NotDoc,1932.02.08,08,Feb,1932,Unprovoked,YES
4767,1932.01.27,NoDoc,Afternoon,1932.01.27,27,Ene,1932,Unprovoked,NO
4768,1932.01.11,NoDoc,NotDoc,1932.01.11,11,Ene,1932,Boating,UNKNOWN
4769,1932.01.06,NoDoc,NotDoc,1932.01.06,06,Ene,1932,Provoked,YES
4770,1932.00.00,NoDoc,Sunset,1932.00.00,NotDoc,NotDoc,1932,Unprovoked,NO
4771,1931.11.26,NoDoc,NotDoc,1931.11.26,26,Nov,1931,Unprovoked,NO
4772,1931.09.27,12,Afternoon,1931.09.27,27,Sep,1931,Unprovoked,YES
4773,1931.09.21.b,NoDoc,NotDoc,1931.09.21,21,Sep,1931,Unprovoked,NO
4774,1931.09.21.a,NoDoc,NotDoc,1931.09.21,21,Sep,1931,Unprovoked,NO
4775,1931.09.02,NoDoc,NotDoc,1931.09.02,02,Sep,1931,Invalid,YES
4776,1931.08.31,NoDoc,FailDoc,1931.08.31,31,Ago,1931,Unprovoked,YES
4777,1931.08.30,NoDoc,NotDoc,1931.08.30,30,Ago,1931,Invalid,YES
4778,1931.08.27,NoDoc,NotDoc,1931.08.27,27,Ago,1931,Boating,NO
4779,1931.08.25,NoDoc,NotDoc,1931.08.25,25,Ago,1931,Unprovoked,YES
4780,1931.08.23,NoDoc,NotDoc,1931.08.23,23,Ago,1931,Unprovoked,YES
4781,1931.08.18,NoDoc,NotDoc,1931.08.18,18,Ago,1931,Unprovoked,NO
4782,1931.08.06.R,NoDoc,NotDoc,1931.08.06,06,Ago,1931,Unprovoked,NO
4783,1931.08.01,NoDoc,NotDoc,1931.08.01,01,Ago,1931,Unprovoked,YES
4784,1931.07.28.R,NoDoc,NotDoc,1931.07.28,28,Jul,1931,Unprovoked,NO
4785,1931.07.15,NoDoc,NotDoc,1931.07.15,15,Jul,1931,Unprovoked,NO
4786,1931.06.14,NoDoc,NotDoc,1931.06.14,14,Jun,1931,Unprovoked,NO
4787,1931.06.13,NoDoc,NotDoc,1931.06.13,13,Jun,1931,Provoked,NO
4788,1931.06.04.R,NoDoc,NotDoc,1931.06.04,04,Jun,1931,Unprovoked,NO
4789,1931.05.02,NoDoc,NotDoc,1931.05.02,02,May,1931,Boating,NO
4790,1931.04.27.R,NoDoc,NotDoc,1931.04.27,27,Abr,1931,Unprovoked,YES
4791,1931.03.22,NoDoc,NotDoc,1931.03.22,22,Mar,1931,Unprovoked,YES
4792,1931.03.15,NoDoc,NotDoc,1931.03.15,15,Mar,1931,Boating,NO
4793,1931.03.06,NoDoc,NotDoc,1931.03.06,06,Mar,1931,Provoked,NO
4794,1931.02.10,04,Night,1931.02.10,10,Feb,1931,Invalid,YES
4795,1931.01.24,NoDoc,NotDoc,1931.01.24,24,Ene,1931,Unprovoked,NO
4796,1931.01.14,NoDoc,NotDoc,1931.01.14,14,Ene,1931,Unprovoked,NO
4797,1931.01.07,16,Afternoon,1931.01.07,07,Ene,1931,Unprovoked,NO
4798,1931.00.00.b,NoDoc,NotDoc,1931.00.00,NotDoc,NotDoc,1931,Unprovoked,YES
4799,1931.00.00.a,NoDoc,NotDoc,1931.00.00,NotDoc,NotDoc,1931,Unprovoked,UNKNOWN
4800,1930.12.25,14,Afternoon,1930.12.25,25,Dic,1930,Unprovoked,NO
4801,1930.12.13,NoDoc,NotDoc,1930.12.13,13,Dic,1930,Unprovoked,YES
4802,1930.12.02,NoDoc,NotDoc,1930.12.02,02,Dic,1930,Boating,NO
4803,1930.12.00,NoDoc,NotDoc,1930.12.00,NotDoc,Dic,1930,Unprovoked,YES
4804,1930.11.30,NoDoc,NotDoc,1930.11.30,30,Nov,1930,Unprovoked,NO
4805,1930.09.26.R,NoDoc,NotDoc,1930.09.26,26,Sep,1930,Unprovoked,YES
4806,1930.09.12.R,NoDoc,NotDoc,1930.09.12,12,Sep,1930,Boating,NO
4807,1930.08.31,15,Afternoon,1930.08.31,31,Ago,1930,Unprovoked,NO
4808,1930.08.16,NoDoc,NotDoc,1930.08.16,16,Ago,1930,Unprovoked,NO
4809,1930.08.06,06,Morning,1930.08.06,06,Ago,1930,Unprovoked,NO
4810,1930.07.19,NoDoc,Sunset,1930.07.19,19,Jul,1930,Unprovoked,NO
4811,1930.07.11,NoDoc,NotDoc,1930.07.11,11,Jul,1930,Unprovoked,NO
4812,1930.06.04,NoDoc,NotDoc,1930.06.04,04,Jun,1930,Unprovoked,YES
4813,1930.05.27,18,Sunset,1930.05.27,27,May,1930,Unprovoked,NO
4814,1930.05.11.R,NoDoc,NotDoc,1930.05.11,11,May,1930,Boating,NO
4815,1930.05.11,NoDoc,NotDoc,1930.05.11,11,May,1930,Invalid,YES
4816,1930.04.08,NoDoc,NotDoc,1930.04.08,08,Abr,1930,Invalid,YES
4817,1930.03.07.R,NoDoc,NotDoc,1930.03.07,07,Mar,1930,Unprovoked,NO
4818,1930.02.20,NoDoc,NotDoc,1930.02.20,20,Feb,1930,Unprovoked,NO
4819,1930.02.15,16,Afternoon,1930.02.15,15,Feb,1930,Unprovoked,YES
4820,1930.02.03.R,NoDoc,NotDoc,1930.02.03,03,Feb,1930,Provoked,NO
4821,1930.01.22,NoDoc,NotDoc,1930.01.22,22,Ene,1930,Boating,YES
4822,1930.01.16,17,Sunset,1930.01.16,16,Ene,1930,Unprovoked,NO
4823,1930.01.00,NoDoc,NotDoc,1930.01.00,NotDoc,Ene,1930,Sea Disaster,YES
4824,1930.00.00.c,NoDoc,NotDoc,1930.00.00,NotDoc,NotDoc,1930,Unprovoked,NO
4825,1930.00.00.a,NoDoc,NotDoc,1930.00.00,NotDoc,NotDoc,1930,Unprovoked,YES
4826,1929.12.26,NoDoc,NotDoc,1929.12.26,26,Dic,1929,Unprovoked,YES
4827,1929.12.21,NoDoc,NotDoc,1929.12.21,21,Dic,1929,Unprovoked,NO
4828,1929.12.16,NoDoc,NotDoc,1929.12.16,16,Dic,1929,Unprovoked,NO
4829,1929.12.13,NoDoc,NotDoc,1929.12.13,13,Dic,1929,Unprovoked,NO
4830,1929.12.03.R,NoDoc,NotDoc,1929.12.03,03,Dic,1929,Unprovoked,YES
4831,1929.11.29,NoDoc,NotDoc,1929.11.29,29,Nov,1929,Sea Disaster,YES
4832,1929.11.21,NoDoc,NotDoc,1929.11.21,21,Nov,1929,Unprovoked,NO
4833,1929.10.20,NoDoc,NotDoc,1929.10.20,20,Oct,1929,Unprovoked,NO
4834,1929.10.02,NoDoc,NotDoc,1929.10.02,02,Oct,1929,Unprovoked,NO
4835,1929.09.01,NoDoc,NotDoc,1929.09.01,01,Sep,1929,Unprovoked,YES
4836,1929.08.05,NoDoc,NotDoc,1929.08.05,05,Ago,1929,Unprovoked,NO
4837,1929.07.29,NoDoc,NotDoc,1929.07.29,29,Jul,1929,Unprovoked,NO
4838,1929.07.17.R,NoDoc,NotDoc,1929.07.17,17,Jul,1929,Invalid,YES
4839,1929.06.23,NoDoc,NotDoc,1929.06.23,23,Jun,1929,Provoked,NO
4840,1929.05.31,NoDoc,NotDoc,1929.05.31,31,May,1929,Unprovoked,NO
4841,1929.04.26.R,NoDoc,NotDoc,1929.04.26,26,Abr,1929,Unprovoked,NO
4842,1929.04.17.R,NoDoc,NotDoc,1929.04.17,17,Abr,1929,Unprovoked,NO
4843,1929.04.11,13,Afternoon,1929.04.11,11,Abr,1929,Provoked,NO
4844,1929.04.09,NoDoc,NotDoc,1929.04.09,09,Abr,1929,Unprovoked,YES
4845,1929.04.04,NoDoc,NotDoc,1929.04.04,04,Abr,1929,Unprovoked,YES
4846,1929.03.16,12,Afternoon,1929.03.16,16,Mar,1929,Unprovoked,NO
4847,1929.03.12,NoDoc,NotDoc,1929.03.12,12,Mar,1929,Unprovoked,YES
4848,1929.03.04.b,NoDoc,NotDoc,1929.03.04,04,Mar,1929,Unprovoked,NO
4849,1929.03.04.a,NoDoc,NotDoc,1929.03.04,04,Mar,1929,Unprovoked,NO
4850,1929.02.18,15,Afternoon,1929.02.18,18,Feb,1929,Unprovoked,YES
4851,1929.02.09,NoDoc,NotDoc,1929.02.09,09,Feb,1929,Boating,NO
4852,1929.02.08,16,Afternoon,1929.02.08,08,Feb,1929,Unprovoked,YES
4853,1929.01.27,17,Sunset,1929.01.27,27,Ene,1929,Unprovoked,YES
4854,1929.01.14,NoDoc,NotDoc,1929.01.14,14,Ene,1929,Unprovoked,NO
4855,1929.01.12,18,Sunset,1929.01.12,12,Ene,1929,Unprovoked,YES
4856,1929.01.06.R,NoDoc,NotDoc,1929.01.06,06,Ene,1929,Boating,YES
4857,1929.01.05,NoDoc,NotDoc,1929.01.05,05,Ene,1929,Unprovoked,YES
4858,1929.00.00.e.R,NoDoc,NotDoc,1929.00.00,NotDoc,NotDoc,1929,Invalid,NO
4859,1929.00.00.d,NoDoc,NotDoc,1929.00.00,NotDoc,NotDoc,1929,Provoked,NO
4860,1929.00.00.c,NoDoc,NotDoc,1929.00.00,NotDoc,NotDoc,1929,Provoked,NO
4861,1929.00.00.b,NoDoc,NotDoc,1929.00.00,NotDoc,NotDoc,1929,Unprovoked,NO
4862,1929.00.00.a,NoDoc,NotDoc,1929.00.00,NotDoc,NotDoc,1929,Unprovoked,NO
4863,1928.12.21,NoDoc,NotDoc,1928.12.21,21,Dic,1928,Unprovoked,NO
4864,1928.11.18,NoDoc,NotDoc,1928.11.18,18,Nov,1928,Provoked,NO
4865,1928.11.15.R,NoDoc,NotDoc,1928.11.15,15,Nov,1928,Boating,NO
4866,1928.11.12,NoDoc,NotDoc,1928.11.12,12,Nov,1928,Sea Disaster,YES
4867,1928.11.04,10,Morning,1928.11.04,04,Nov,1928,Unprovoked,YES
4868,1928.09.00,NoDoc,NotDoc,1928.09.00,NotDoc,Sep,1928,Unprovoked,NO
4869,1928.08.24.R,NoDoc,NotDoc,1928.08.24,24,Ago,1928,Invalid,UNKNOWN
4870,1928.07.11,NoDoc,NotDoc,1928.07.11,11,Jul,1928,Unprovoked,NO
4871,1928.07.00,NoDoc,NotDoc,1928.07.00,NotDoc,Jul,1928,Provoked,NO
4872,1928.06.24.R,NoDoc,NotDoc,1928.06.24,24,Jun,1928,Unprovoked,NO
4873,1928.05.17,13,Afternoon,1928.05.17,17,May,1928,Invalid,UNKNOWN
4874,1928.04.14.R,NoDoc,NotDoc,1928.04.14,14,Abr,1928,Unprovoked,NO
4875,1928.04.14,16,Afternoon,1928.04.14,14,Abr,1928,Unprovoked,NO
4876,1928.04.09,NoDoc,Sunset,1928.04.09,09,Abr,1928,Unprovoked,YES
4877,1928.04.06,NoDoc,Morning,1928.04.06,06,Abr,1928,Unprovoked,NO
4878,1928.04.04,18,Sunset,1928.04.04,04,Abr,1928,Unprovoked,YES
4879,1928.03.28.R,NoDoc,NotDoc,1928.03.28,28,Mar,1928,Unprovoked,NO
4880,1928.02.20,NoDoc,NotDoc,1928.02.20,20,Feb,1928,Unprovoked,YES
4881,1928.02.00.b,NoDoc,NotDoc,1928.02.00,NotDoc,Feb,1928,Unprovoked,NO
4882,1928.02.00.a,NoDoc,NotDoc,1928.02.00,NotDoc,Feb,1928,Unprovoked,NO
4883,1928.01.27,NoDoc,NotDoc,1928.01.27,27,Ene,1928,Unprovoked,YES
4884,1928.01.21.b,NoDoc,Night,1928.01.21,21,Ene,1928,Invalid,YES
4885,1928.01.21.a,NoDoc,Night,1928.01.21,21,Ene,1928,Invalid,YES
4886,1928.01.02,NoDoc,NotDoc,1928.01.02,02,Ene,1928,Unprovoked,NO
4887,1928.01.00,11,Morning,1928.01.00,NotDoc,Ene,1928,Unprovoked,NO
4888,1928.00.00,11,Morning,1928.00.00,NotDoc,NotDoc,1928,Unprovoked,NO
4889,1927.12.28,11,Morning,1927.12.28,28,Dic,1927,Unprovoked,YES
4890,1927.11.03,NoDoc,NotDoc,1927.11.03,03,Nov,1927,Sea Disaster,YES
4891,1927.10.25,12,Afternoon,1927.10.25,25,Oct,1927,Sea Disaster,YES
4892,1927.10.12,NoDoc,NotDoc,1927.10.12,12,Oct,1927,Unprovoked,NO
4893,1927.10.00,NoDoc,NotDoc,1927.10.00,NotDoc,Oct,1927,Unprovoked,NO
4894,1927.07.03,NoDoc,NotDoc,1927.07.03,03,Jul,1927,Boating,NO
4895,1927.05.29,NoDoc,NotDoc,1927.05.29,29,May,1927,Sea Disaster,YES
4896,1927.05.09.R,NoDoc,NotDoc,1927.05.09,09,May,1927,Unprovoked,YES
4897,1927.04.10,NoDoc,NotDoc,1927.04.10,10,Abr,1927,Unprovoked,NO
4898,1927.04.08,NoDoc,NotDoc,1927.04.08,08,Abr,1927,Unprovoked,NO
4899,1927.03.01,15,Afternoon,1927.03.01,01,Mar,1927,Unprovoked,NO
4900,1927.02.14,NoDoc,NotDoc,1927.02.14,14,Feb,1927,Provoked,NO
4901,1927.02.09,NoDoc,NotDoc,1927.02.09,09,Feb,1927,Unprovoked,NO
4902,1927.02.00,NoDoc,NotDoc,1927.02.00,NotDoc,Feb,1927,Provoked,NO
